WORD_TOKENIZE,POS,TAG,BOUNDARY,SENTENCE
คน,CNIT,O,None,Sentence: 197
เอา,VACT,O,None,Sentence: 197
ไป,XVAE,O,None,Sentence: 197
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 197
ให้,JSBR,O,None,Sentence: 197
แล้ว,ADVN,O,None,Sentence: 197
ครับ,VACT,O,END,Sentence: 197
ผม,PPRS,O,START,Sentence: 198
ให้,JSBR,O,None,Sentence: 198
พี่,NCMN,O,None,Sentence: 198
ผู้หญิง,NCMN,O,None,Sentence: 198
คน,CNIT,O,None,Sentence: 198
นั้น,DDAC,O,None,Sentence: 198
เอา,VACT,O,None,Sentence: 198
ไป,XVAE,O,None,Sentence: 198
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 198
ให้,JSBR,O,None,Sentence: 198
แล้ว,ADVN,O,None,Sentence: 198
ครับ,VACT,O,None,Sentence: 198
กะเพรา,NCMN,B-FOOD,None,Sentence: 198
หมูสับ,NCMN,I-FOOD,None,Sentence: 198
ของ,RPRE,O,None,Sentence: 198
โต๊ะ,NCMN,O,None,Sentence: 198
2,NCNM,B-TABLE,END,Sentence: 198
เออ,NCMN,O,START,Sentence: 199
เชฟ,NCMN,O,None,Sentence: 199
ค่ะ,NCMN,O,None,Sentence: 199
มี,VSTA,O,None,Sentence: 199
คน,NCMN,O,None,Sentence: 199
เอา,VACT,O,None,Sentence: 199
ไป,XVAE,O,None,Sentence: 199
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 199
ให้,JSBR,O,None,Sentence: 199
แล้ว,JSBR,O,None,Sentence: 199
กะเพรา,VACT,B-FOOD,None,Sentence: 199
หมูสับ,NCMN,I-FOOD,None,Sentence: 199
ของ,RPRE,O,None,Sentence: 199
โต๊ะ,NCMN,O,None,Sentence: 199
2,DCNM,B-TABLE,None,Sentence: 199
ที่,PREL,O,None,Sentence: 199
สั่ง,VACT,O,END,Sentence: 199
เสิร์ฟ,VACT,B-COMMAND_2,START,Sentence: 200
เรียบร้อย,ADVN,O,None,Sentence: 200
แล้ว,XVAE,O,None,Sentence: 200
ค่ะ,VACT,O,None,Sentence: 200
กะเพรา,NCMN,B-FOOD,None,Sentence: 200
หมูสับ,NCMN,I-FOOD,None,Sentence: 200
ของ,RPRE,O,None,Sentence: 200
โต๊ะ,NCMN,O,None,Sentence: 200
5,NCNM,B-TABLE,END,Sentence: 200
เสิร์ฟ,NCMN,B-COMMAND_2,START,Sentence: 201
โต๊ะ,NCMN,O,None,Sentence: 201
2,NCNM,B-TABLE,None,Sentence: 201
กับ,RPRE,O,None,Sentence: 201
โต๊ะ,NCMN,O,None,Sentence: 201
3,NCNM,B-TABLE,None,Sentence: 201
เสร็จ,VSTA,O,None,Sentence: 201
แล้ว,XVAE,O,None,Sentence: 201
ค่ะ,VACT,O,None,Sentence: 201
เป็น,VSTA,O,None,Sentence: 201
กะเพรา,NCMN,B-FOOD,None,Sentence: 201
หมูสับ,NCMN,I-FOOD,END,Sentence: 201
โต๊ะ,NCMN,O,START,Sentence: 202
5,NCNM,B-TABLE,None,Sentence: 202
เสิร์ฟ,CNIT,B-COMMAND_2,None,Sentence: 202
แล้ว,ADVN,O,None,Sentence: 202
ครับ,VACT,O,None,Sentence: 202
กะเพรา,NCMN,B-FOOD,None,Sentence: 202
หมูสับ,NCMN,I-FOOD,END,Sentence: 202
พี่,NCMN,O,START,Sentence: 203
ครับผม,NCMN,O,None,Sentence: 203
เอา,VACT,O,None,Sentence: 203
ไป,XVAE,O,None,Sentence: 203
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 203
ให้,JSBR,O,None,Sentence: 203
แล้ว,JSBR,O,None,Sentence: 203
นะ,VACT,O,None,Sentence: 203
ครับ,NCMN,O,None,Sentence: 203
กะเพรา,NCMN,B-FOOD,None,Sentence: 203
หมูสับ,NCMN,I-FOOD,None,Sentence: 203
ของ,RPRE,O,None,Sentence: 203
โต๊ะ,NCMN,O,None,Sentence: 203
1,NCNM,B-TABLE,END,Sentence: 203
ทำการ,VACT,O,START,Sentence: 204
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 204
เรียบร้อย,ADVN,O,None,Sentence: 204
แล้ว,XVAE,O,None,Sentence: 204
ครับ,VACT,O,None,Sentence: 204
สำหรับ,RPRE,O,None,Sentence: 204
กะเพรา,NCMN,B-FOOD,None,Sentence: 204
หมูสับ,NCMN,I-FOOD,None,Sentence: 204
ของ,RPRE,O,None,Sentence: 204
โต๊ะ,NCMN,O,None,Sentence: 204
2,NCNM,B-TABLE,None,Sentence: 204
และ,JCRG,O,None,Sentence: 204
โต๊ะ,NCMN,O,None,Sentence: 204
3,NCNM,B-TABLE,END,Sentence: 204
กะเพรา,NCMN,B-FOOD,START,Sentence: 205
หมูสับ,NCMN,I-FOOD,None,Sentence: 205
ของ,RPRE,O,None,Sentence: 205
โต๊ะ,NCMN,O,None,Sentence: 205
4,DCNM,B-TABLE,None,Sentence: 205
มี,VSTA,O,None,Sentence: 205
คน,CNIT,O,None,Sentence: 205
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 205
ให้,JSBR,O,None,Sentence: 205
แล้ว,ADVN,O,None,Sentence: 205
เรียบร้อย,VACT,O,None,Sentence: 205
ครับ,NCMN,O,END,Sentence: 205
เสิร์ฟ,VACT,B-COMMAND_2,START,Sentence: 206
ให้,JSBR,O,None,Sentence: 206
แล้ว,JSBR,O,None,Sentence: 206
นะ,VACT,O,None,Sentence: 206
ครับ,NCMN,O,None,Sentence: 206
กะเพรา,NCMN,B-FOOD,None,Sentence: 206
หมูสับ,NCMN,I-FOOD,None,Sentence: 206
ออเดอร์,NCMN,O,None,Sentence: 206
ของ,RPRE,O,None,Sentence: 206
โต๊ะ,NCMN,O,None,Sentence: 206
5,NCNM,B-TABLE,END,Sentence: 206
กะเพรา,NCMN,B-FOOD,START,Sentence: 207
หมูสับ,NCMN,I-FOOD,None,Sentence: 207
เสิร์ฟ,NCMN,B-COMMAND_2,None,Sentence: 207
แล้ว,XVAE,O,None,Sentence: 207
โต๊ะ,VACT,O,None,Sentence: 207
2,NCNM,B-TABLE,None,Sentence: 207
กับ,RPRE,O,None,Sentence: 207
โต๊ะ,NCMN,O,None,Sentence: 207
3,NCNM,B-TABLE,END,Sentence: 207
เสิร์ฟ,NCMN,B-COMMAND_2,START,Sentence: 208
แล้ว,XVAE,O,None,Sentence: 208
โต๊ะ,VACT,O,None,Sentence: 208
2,NCNM,B-TABLE,None,Sentence: 208
กับ,RPRE,O,None,Sentence: 208
โต๊ะ,NCMN,O,None,Sentence: 208
3,NCNM,B-TABLE,None,Sentence: 208
กะเพรา,CMTR,B-FOOD,None,Sentence: 208
หมูสับ,CNIT,I-FOOD,END,Sentence: 208
เชฟ,NCMN,O,START,Sentence: 209
ค่ะ,NCMN,O,None,Sentence: 209
หนู,NCMN,O,None,Sentence: 209
เอา,VACT,O,None,Sentence: 209
กะเพรา,NCMN,B-FOOD,None,Sentence: 209
หมูสับ,NCMN,I-FOOD,None,Sentence: 209
ออเดอร์,NCMN,O,None,Sentence: 209
ของ,RPRE,O,None,Sentence: 209
โต๊ะ,NCMN,O,None,Sentence: 209
2,NCNM,B-TABLE,None,Sentence: 209
กับ,RPRE,O,None,Sentence: 209
โต๊ะ,NCMN,O,None,Sentence: 209
3,NCNM,B-TABLE,None,Sentence: 209
เสิร์ฟ,PNTR,B-COMMAND_2,None,Sentence: 209
ให้,VACT,O,None,Sentence: 209
แล้ว,XVAE,O,None,Sentence: 209
นะคะ,ADVN,O,END,Sentence: 209
หนู,NCMN,O,START,Sentence: 210
เอา,VACT,O,None,Sentence: 210
ไป,XVAE,O,None,Sentence: 210
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 210
ให้,JSBR,O,None,Sentence: 210
แล้ว,JSBR,O,None,Sentence: 210
ค่ะ,VACT,O,None,Sentence: 210
ออเดอร์,NCMN,O,None,Sentence: 210
ของ,RPRE,O,None,Sentence: 210
โต๊ะ,NCMN,O,None,Sentence: 210
3,DCNM,B-TABLE,None,Sentence: 210
ที่,PREL,O,None,Sentence: 210
สั่ง,VACT,O,None,Sentence: 210
เป็น,VSTA,O,None,Sentence: 210
กะเพรา,NCMN,B-FOOD,None,Sentence: 210
หมูสับ,NCMN,I-FOOD,END,Sentence: 210
โต๊ะ,NCMN,O,START,Sentence: 211
1,NCNM,B-TABLE,None,Sentence: 211
ที่,PREL,O,None,Sentence: 211
สั่ง,VACT,O,None,Sentence: 211
เป็น,VSTA,O,None,Sentence: 211
กะเพรา,NCMN,B-FOOD,None,Sentence: 211
หมูสับ,NCMN,I-FOOD,None,Sentence: 211
ผม,PPRS,O,None,Sentence: 211
เอา,VACT,O,None,Sentence: 211
ไป,XVAE,O,None,Sentence: 211
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 211
ให้,JSBR,O,None,Sentence: 211
แล้ว,ADVN,O,None,Sentence: 211
นะ,VACT,O,END,Sentence: 211
ผม,PPRS,O,START,Sentence: 212
เอา,VACT,O,None,Sentence: 212
ไป,XVAE,O,None,Sentence: 212
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 212
ให้,JSBR,O,None,Sentence: 212
แล้ว,JSBR,O,None,Sentence: 212
นะ,VACT,O,None,Sentence: 212
กะเพรา,NCMN,B-FOOD,None,Sentence: 212
หมูสับ,NCMN,I-FOOD,None,Sentence: 212
โต๊ะ,NCMN,O,None,Sentence: 212
5,NCNM,B-TABLE,END,Sentence: 212
มี,VSTA,O,START,Sentence: 213
คน,NCMN,O,None,Sentence: 213
เอา,VACT,O,None,Sentence: 213
กะเพรา,NCMN,B-FOOD,None,Sentence: 213
หมูสับ,NCMN,I-FOOD,None,Sentence: 213
ของ,RPRE,O,None,Sentence: 213
โต๊ะ,NCMN,O,None,Sentence: 213
5,NCNM,B-TABLE,None,Sentence: 213
กับ,RPRE,O,None,Sentence: 213
โต๊ะ,NCMN,O,None,Sentence: 213
6,NCNM,B-TABLE,None,Sentence: 213
ไป,XVAE,O,None,Sentence: 213
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 213
ให้,JSBR,O,None,Sentence: 213
แล้ว,ADVN,O,None,Sentence: 213
ครับ,VACT,O,END,Sentence: 213
ผม,PPRS,O,START,Sentence: 214
เป็น,VSTA,O,None,Sentence: 214
คน,NCMN,O,None,Sentence: 214
เอา,VACT,O,None,Sentence: 214
กะเพรา,NCMN,B-FOOD,None,Sentence: 214
หมูสับ,NCMN,I-FOOD,None,Sentence: 214
ของ,RPRE,O,None,Sentence: 214
โต๊ะ,NCMN,O,None,Sentence: 214
3,DCNM,B-TABLE,None,Sentence: 214
ไป,XVAE,O,None,Sentence: 214
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 214
ให้,JSBR,O,None,Sentence: 214
แล้ว,JSBR,O,None,Sentence: 214
นะ,VACT,O,None,Sentence: 214
ครับ,NCMN,O,END,Sentence: 214
เอา,VACT,O,START,Sentence: 215
โต๊ะ,NCMN,O,None,Sentence: 215
2,NCNM,B-TABLE,None,Sentence: 215
กับ,RPRE,O,None,Sentence: 215
โต๊ะ,NCMN,O,None,Sentence: 215
3,NCNM,B-TABLE,None,Sentence: 215
เสิร์ฟ,CNIT,B-COMMAND_2,None,Sentence: 215
แล้ว,ADVN,O,None,Sentence: 215
ครับ,VACT,O,None,Sentence: 215
ออเดอร์,NCMN,O,None,Sentence: 215
ที่,PREL,O,None,Sentence: 215
สั่ง,VACT,O,None,Sentence: 215
เป็น,VSTA,O,None,Sentence: 215
กะเพรา,NCMN,B-FOOD,None,Sentence: 215
หมูสับ,NCMN,I-FOOD,END,Sentence: 215
โต๊ะ,NCMN,O,START,Sentence: 216
5,NCNM,B-TABLE,None,Sentence: 216
กะเพรา,CMTR,B-FOOD,None,Sentence: 216
หมูสับ,CNIT,I-FOOD,None,Sentence: 216
เอา,VACT,O,None,Sentence: 216
ไป,XVAE,O,None,Sentence: 216
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 216
ให้,JSBR,O,None,Sentence: 216
แล้ว,ADVN,O,None,Sentence: 216
นะ,VACT,O,END,Sentence: 216
โต๊ะ,NCMN,O,START,Sentence: 217
6,NCNM,B-TABLE,None,Sentence: 217
กับ,RPRE,O,None,Sentence: 217
โต๊ะ,NCMN,O,None,Sentence: 217
7,NCNM,B-TABLE,None,Sentence: 217
เสิร์ฟ,VSTA,B-COMMAND_2,None,Sentence: 217
ไป,XVAE,O,None,Sentence: 217
แล้ว,ADVN,O,None,Sentence: 217
ครับ,VACT,O,None,Sentence: 217
ที่,PREL,O,None,Sentence: 217
สั่ง,VACT,O,None,Sentence: 217
เป็น,VSTA,O,None,Sentence: 217
กะเพรา,NCMN,B-FOOD,None,Sentence: 217
หมูสับ,NCMN,I-FOOD,END,Sentence: 217
ใคร,PNTR,O,START,Sentence: 218
เอา,VACT,O,None,Sentence: 218
กะเพรา,NCMN,B-FOOD,None,Sentence: 218
หมูสับ,NCMN,I-FOOD,None,Sentence: 218
ของ,RPRE,O,None,Sentence: 218
โต๊ะ,NCMN,O,None,Sentence: 218
4,NCNM,B-TABLE,None,Sentence: 218
ไป,XVAE,O,None,Sentence: 218
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 218
ให้,JSBR,O,None,Sentence: 218
หรือยัง,NCMN,B-QUESTION,END,Sentence: 218
เสิร์ฟ,NCMN,B-COMMAND_2,START,Sentence: 219
ไป,XVAE,O,None,Sentence: 219
ยัง,RPRE,B-QUESTION,None,Sentence: 219
อะ,NCMN,O,None,Sentence: 219
กะเพรา,NCMN,B-FOOD,None,Sentence: 219
หมูสับ,NCMN,I-FOOD,None,Sentence: 219
โต๊ะ,NCMN,O,None,Sentence: 219
6,NCNM,B-TABLE,END,Sentence: 219
โต๊ะ,NCMN,O,START,Sentence: 220
4,NCNM,B-TABLE,None,Sentence: 220
ที่,PREL,O,None,Sentence: 220
สั่ง,VACT,O,None,Sentence: 220
กะเพรา,NCMN,B-FOOD,None,Sentence: 220
หมูสับ,NCMN,I-FOOD,None,Sentence: 220
มี,VSTA,O,None,Sentence: 220
คน,NCMN,O,None,Sentence: 220
เอา,VACT,O,None,Sentence: 220
ไป,XVAE,O,None,Sentence: 220
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 220
ให้,JSBR,O,None,Sentence: 220
รึ,NCMN,B-QUESTION,None,Sentence: 220
ยัง,XVBM,I-QUESTION,END,Sentence: 220
มี,VSTA,O,START,Sentence: 221
ใคร,PNTR,O,None,Sentence: 221
เอา,VACT,O,None,Sentence: 221
กะเพรา,NCMN,B-FOOD,None,Sentence: 221
หมูสับ,NCMN,I-FOOD,None,Sentence: 221
ของ,RPRE,O,None,Sentence: 221
โต๊ะ,NCMN,O,None,Sentence: 221
3,DCNM,B-TABLE,None,Sentence: 221
ไป,XVAE,O,None,Sentence: 221
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 221
ให้,JSBR,O,None,Sentence: 221
แล้ว,ADVN,O,None,Sentence: 221
หรือยัง,EITT,B-QUESTION,END,Sentence: 221
โต๊ะ,NCMN,O,START,Sentence: 222
5,NCNM,B-TABLE,None,Sentence: 222
กะเพรา,NCMN,B-FOOD,None,Sentence: 222
หมูสับ,CNIT,I-FOOD,None,Sentence: 222
มี,VSTA,O,None,Sentence: 222
ใคร,PNTR,O,None,Sentence: 222
เอา,VACT,O,None,Sentence: 222
ไป,XVAE,O,None,Sentence: 222
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 222
ให้,JSBR,O,None,Sentence: 222
ยัง,XVBM,B-QUESTION,END,Sentence: 222
มี,VSTA,O,START,Sentence: 223
โต๊ะ,NCMN,O,None,Sentence: 223
2,NCNM,B-TABLE,None,Sentence: 223
กับ,RPRE,O,None,Sentence: 223
โต๊ะ,NCMN,O,None,Sentence: 223
3,NCNM,B-TABLE,None,Sentence: 223
กะเพรา,NCMN,B-FOOD,None,Sentence: 223
หมูสับ,CNIT,I-FOOD,None,Sentence: 223
มี,VSTA,O,None,Sentence: 223
ใคร,PNTR,O,None,Sentence: 223
เอา,VACT,O,None,Sentence: 223
ไป,XVAE,O,None,Sentence: 223
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 223
ให้,JSBR,O,None,Sentence: 223
ผม,PPRS,O,None,Sentence: 223
แล้ว,XVAE,B-QUESTION,None,Sentence: 223
ยัง,XVBM,I-QUESTION,END,Sentence: 223
เอา,VACT,O,START,Sentence: 224
ไป,XVAE,O,None,Sentence: 224
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 224
ให้,JSBR,O,None,Sentence: 224
ผม,PPRS,O,None,Sentence: 224
แล้ว,XVAE,O,None,Sentence: 224
หรือยัง,EITT,B-QUESTION,None,Sentence: 224
กะเพรา,NCMN,B-FOOD,None,Sentence: 224
หมูสับ,NCMN,I-FOOD,None,Sentence: 224
โต๊ะ,NCMN,O,None,Sentence: 224
2,NCNM,B-TABLE,END,Sentence: 224
เสิร์ฟ,VACT,B-COMMAND_2,START,Sentence: 225
ไป,XVAE,O,None,Sentence: 225
แล้ว,ADVN,O,None,Sentence: 225
หรือ,JCRG,B-QUESTION,None,Sentence: 225
ของ,RPRE,O,None,Sentence: 225
โต๊ะ,NCMN,O,None,Sentence: 225
5,NCNM,B-TABLE,None,Sentence: 225
กับ,RPRE,O,None,Sentence: 225
โต๊ะ,NCMN,O,None,Sentence: 225
6,NCNM,B-TABLE,None,Sentence: 225
ที่,PREL,O,None,Sentence: 225
สั่ง,VACT,O,None,Sentence: 225
กะเพรา,NCMN,B-FOOD,None,Sentence: 225
หมูสับ,NCMN,I-FOOD,END,Sentence: 225
โต๊ะ,NCMN,O,START,Sentence: 226
2,NCNM,B-TABLE,None,Sentence: 226
กับ,RPRE,O,None,Sentence: 226
โต๊ะ,NCMN,O,None,Sentence: 226
3,NCNM,B-TABLE,None,Sentence: 226
เป็น,VSTA,O,None,Sentence: 226
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 226
กุ้ง,VACT,I-FOOD,None,Sentence: 226
เอา,VACT,O,None,Sentence: 226
ไป,XVAE,O,None,Sentence: 226
เสิร์ฟ,ADVN,B-COMMAND_2,None,Sentence: 226
แล้ว,XVAE,O,None,Sentence: 226
ค่ะ,ADVN,O,END,Sentence: 226
ข้าวผัด,NCMN,B-FOOD,START,Sentence: 227
กุ้ง,NCMN,I-FOOD,None,Sentence: 227
โต๊ะ,NCMN,O,None,Sentence: 227
5,NCNM,B-TABLE,None,Sentence: 227
ผม,PPRS,O,None,Sentence: 227
เอา,VACT,O,None,Sentence: 227
ไป,XVAE,O,None,Sentence: 227
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 227
ให้,JSBR,O,None,Sentence: 227
แล้ว,JSBR,O,None,Sentence: 227
นะ,VACT,O,None,Sentence: 227
ครับ,NCMN,O,END,Sentence: 227
ผม,PPRS,O,START,Sentence: 228
เอา,VACT,O,None,Sentence: 228
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 228
กุ้ง,NCMN,I-FOOD,None,Sentence: 228
ของ,RPRE,O,None,Sentence: 228
โต๊ะ,NCMN,O,None,Sentence: 228
6,NCNM,B-TABLE,None,Sentence: 228
ไป,XVAE,O,None,Sentence: 228
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 228
ให้,JSBR,O,None,Sentence: 228
แล้ว,ADVN,O,None,Sentence: 228
นะ,VACT,O,END,Sentence: 228
เชฟ,NCMN,O,START,Sentence: 229
ครับ,NCMN,O,None,Sentence: 229
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 229
กุ้ง,NCMN,I-FOOD,None,Sentence: 229
โต๊ะ,NCMN,O,None,Sentence: 229
4,NCNM,B-TABLE,None,Sentence: 229
ผม,PPRS,O,None,Sentence: 229
เอา,VACT,O,None,Sentence: 229
ไป,XVAE,O,None,Sentence: 229
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 229
ให้,JSBR,O,None,Sentence: 229
แล้ว,ADVN,O,None,Sentence: 229
ครับ,VACT,O,END,Sentence: 229
เอา,VACT,O,START,Sentence: 230
ไป,XVAE,O,None,Sentence: 230
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 230
มา,XVAE,O,None,Sentence: 230
ให้,VACT,O,None,Sentence: 230
แล้ว,ADVN,O,None,Sentence: 230
ครับ,VACT,O,None,Sentence: 230
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 230
กุ้ง,NCMN,I-FOOD,None,Sentence: 230
ของ,RPRE,O,None,Sentence: 230
โต๊ะ,NCMN,O,None,Sentence: 230
2,NCNM,B-TABLE,END,Sentence: 230
ผม,PPRS,O,START,Sentence: 231
เป็น,VSTA,O,None,Sentence: 231
คน,NCMN,O,None,Sentence: 231
เอา,VACT,O,None,Sentence: 231
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 231
กุ้ง,NCMN,I-FOOD,None,Sentence: 231
โต๊ะ,NCMN,O,None,Sentence: 231
5,NCNM,B-TABLE,None,Sentence: 231
กับ,RPRE,O,None,Sentence: 231
โต๊ะ,NCMN,O,None,Sentence: 231
6,NCNM,B-TABLE,None,Sentence: 231
ไป,XVAE,O,None,Sentence: 231
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 231
มา,XVAE,O,None,Sentence: 231
ให้,VACT,O,None,Sentence: 231
แล้ว,ADVN,O,None,Sentence: 231
ครับ,VACT,O,END,Sentence: 231
ข้าวผัด,NCMN,B-FOOD,START,Sentence: 232
กุ้ง,NCMN,I-FOOD,None,Sentence: 232
โต๊ะ,NCMN,O,None,Sentence: 232
1,DCNM,B-TABLE,None,Sentence: 232
มี,VSTA,O,None,Sentence: 232
คน,CNIT,O,None,Sentence: 232
เอา,VACT,O,None,Sentence: 232
ไป,XVAE,O,None,Sentence: 232
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 232
ให้,JSBR,O,None,Sentence: 232
แล้ว,ADVN,O,None,Sentence: 232
ครับ,VACT,O,END,Sentence: 232
ผม,PPRS,O,START,Sentence: 233
ให้,JSBR,O,None,Sentence: 233
พี่,NCMN,O,None,Sentence: 233
ผู้หญิง,NCMN,O,None,Sentence: 233
คน,CNIT,O,None,Sentence: 233
นั้น,DDAC,O,None,Sentence: 233
เอา,VACT,O,None,Sentence: 233
ไป,XVAE,O,None,Sentence: 233
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 233
ให้,JSBR,O,None,Sentence: 233
แล้ว,ADVN,O,None,Sentence: 233
ครับ,VACT,O,None,Sentence: 233
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 233
กุ้ง,NCMN,I-FOOD,None,Sentence: 233
ของ,RPRE,O,None,Sentence: 233
โต๊ะ,NCMN,O,None,Sentence: 233
2,NCNM,B-TABLE,END,Sentence: 233
เออ,NCMN,O,START,Sentence: 234
เชฟ,NCMN,O,None,Sentence: 234
ค่ะ,NCMN,O,None,Sentence: 234
มี,VSTA,O,None,Sentence: 234
คน,NCMN,O,None,Sentence: 234
เอา,VACT,O,None,Sentence: 234
ไป,XVAE,O,None,Sentence: 234
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 234
ให้,JSBR,O,None,Sentence: 234
แล้ว,JSBR,O,None,Sentence: 234
ข้าวผัด,VACT,B-FOOD,None,Sentence: 234
กุ้ง,NCMN,I-FOOD,None,Sentence: 234
ของ,RPRE,O,None,Sentence: 234
โต๊ะ,NCMN,O,None,Sentence: 234
2,DCNM,B-TABLE,None,Sentence: 234
ที่,PREL,O,None,Sentence: 234
สั่ง,VACT,O,END,Sentence: 234
เสิร์ฟ,VACT,B-COMMAND_2,START,Sentence: 235
เรียบร้อย,ADVN,O,None,Sentence: 235
แล้ว,XVAE,O,None,Sentence: 235
ค่ะ,VACT,O,None,Sentence: 235
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 235
กุ้ง,NCMN,I-FOOD,None,Sentence: 235
ของ,RPRE,O,None,Sentence: 235
โต๊ะ,NCMN,O,None,Sentence: 235
5,NCNM,B-TABLE,END,Sentence: 235
เสิร์ฟ,NCMN,B-COMMAND_2,START,Sentence: 236
โต๊ะ,NCMN,O,None,Sentence: 236
2,NCNM,B-TABLE,None,Sentence: 236
กับ,RPRE,O,None,Sentence: 236
โต๊ะ,NCMN,O,None,Sentence: 236
3,NCNM,B-TABLE,None,Sentence: 236
เสร็จ,VSTA,O,None,Sentence: 236
แล้ว,XVAE,O,None,Sentence: 236
ค่ะ,VACT,O,None,Sentence: 236
เป็น,VSTA,O,None,Sentence: 236
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 236
กุ้ง,NCMN,I-FOOD,END,Sentence: 236
โต๊ะ,NCMN,O,START,Sentence: 237
5,NCNM,B-TABLE,None,Sentence: 237
เสิร์ฟ,CNIT,B-COMMAND_2,None,Sentence: 237
แล้ว,ADVN,O,None,Sentence: 237
ครับ,VACT,O,None,Sentence: 237
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 237
กุ้ง,NCMN,I-FOOD,END,Sentence: 237
พี่,NCMN,O,START,Sentence: 238
ครับผม,NCMN,O,None,Sentence: 238
เอา,VACT,O,None,Sentence: 238
ไป,XVAE,O,None,Sentence: 238
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 238
ให้,JSBR,O,None,Sentence: 238
แล้ว,JSBR,O,None,Sentence: 238
นะ,VACT,O,None,Sentence: 238
ครับ,NCMN,O,None,Sentence: 238
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 238
กุ้ง,NCMN,I-FOOD,None,Sentence: 238
ของ,RPRE,O,None,Sentence: 238
โต๊ะ,NCMN,O,None,Sentence: 238
1,NCNM,B-TABLE,END,Sentence: 238
ทำการ,VACT,O,START,Sentence: 239
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 239
เรียบร้อย,ADVN,O,None,Sentence: 239
แล้ว,XVAE,O,None,Sentence: 239
ครับ,VACT,O,None,Sentence: 239
สำหรับ,RPRE,O,None,Sentence: 239
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 239
กุ้ง,NCMN,I-FOOD,None,Sentence: 239
ของ,RPRE,O,None,Sentence: 239
โต๊ะ,NCMN,O,None,Sentence: 239
2,NCNM,B-TABLE,None,Sentence: 239
และ,JCRG,O,None,Sentence: 239
โต๊ะ,NCMN,O,None,Sentence: 239
3,NCNM,B-TABLE,END,Sentence: 239
ข้าวผัด,NCMN,B-FOOD,START,Sentence: 240
กุ้ง,NCMN,I-FOOD,None,Sentence: 240
ของ,RPRE,O,None,Sentence: 240
โต๊ะ,NCMN,O,None,Sentence: 240
4,DCNM,B-TABLE,None,Sentence: 240
มี,VSTA,O,None,Sentence: 240
คน,CNIT,O,None,Sentence: 240
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 240
ให้,JSBR,O,None,Sentence: 240
แล้ว,ADVN,O,None,Sentence: 240
เรียบร้อย,VACT,O,None,Sentence: 240
ครับ,NCMN,O,END,Sentence: 240
เสิร์ฟ,VACT,B-COMMAND_2,START,Sentence: 241
ให้,JSBR,O,None,Sentence: 241
แล้ว,JSBR,O,None,Sentence: 241
นะ,VACT,O,None,Sentence: 241
ครับ,NCMN,O,None,Sentence: 241
ข้าวผัด,NCMN,B-FOOD,None,Sentence: 241
กุ้ง,NCMN,I-FOOD,None,Sentence: 241
ออเดอร์,NCMN,O,None,Sentence: 241
ของ,RPRE,O,None,Sentence: 241
โต๊ะ,NCMN,O,None,Sentence: 241
5,NCNM,B-TABLE,END,Sentence: 241
ข้าวผัด,NCMN,B-FOOD,START,Sentence: 242
กุ้ง,NCMN,I-FOOD,None,Sentence: 242
